canDropScene-int[],canMint-int,desc-string,givenSkillId-int,icon-string,id-int,name-string,quality-int[],subType-int,type-int,useLv-int,userType-int
"1,3,4",1," Anda boleh mendapatkan jenis bahan ini melalui pembiakan.
Ia boleh digunakan untuk membuat peralatan atau barang.
-------
Dalam satu permainan tertentu, benda ini boleh meningkatkan pertumbuhan tumbuhan, tetapi nampaknya tidak di sini.
",0,item-icon-392,392, Serbuk Tulang,1,0,4,4,1
"1,3,4",1," Anda boleh mendapatkan jenis bahan ini melalui pembiakan.
Ia boleh digunakan untuk membuat peralatan atau barang.
-------
Sangat fleksibel, boleh digulung menjadi tali atau benang.
",0,item-icon-393,393, Pokok Rami Tahan Lasak,1,0,4,4,1
"1,3,4",1," Anda boleh mendapatkan jenis bahan ini melalui pembiakan.
Ia boleh digunakan untuk membuat peralatan atau barang.
-------
Sehelai daun yang besar.
",0,item-icon-394,394, Daun Oren,1,0,4,4,1
"1,3,4",1," Anda boleh mendapatkan jenis bahan ini melalui pembiakan.
Ia boleh digunakan untuk membuat peralatan atau barang.
-------
Jangan takut dengan penampilannya, benda ini sama baiknya dengan rempah-rempah di dunia.
",0,item-icon-395,395, Rempah Hitam,1,0,4,5,1
"1,3,4",1," Anda boleh mendapatkan jenis bahan ini melalui pembiakan.
Ia boleh digunakan untuk membuat peralatan atau barang.
-------
Ia memancarkan cahaya lembut.
",0,item-icon-396,396, Serbuk Tulang Bercahaya,1,0,4,5,1
"1,3,4",1," Anda boleh mendapatkan jenis bahan ini melalui pembiakan.
Ia boleh digunakan untuk membuat peralatan atau barang.
-------
Hei, suka bermain bola salji?
",0,item-icon-397,397, Bola Salji Elf,1,0,4,5,1
"1,3,4",1," Anda boleh mendapatkan jenis bahan ini melalui pembiakan.
Ia boleh digunakan untuk membuat peralatan atau barang.
-------
Sisik yang terjatuh dari cangkang penyu, sangat cantik.
",0,item-icon-398,398, Kulit Kerang,1,0,4,6,1
"1,3,4",1," Anda boleh mendapatkan jenis bahan ini melalui pembiakan.
Ia boleh digunakan untuk membuat peralatan atau barang.
-------
Sebuah anak panah yang halus.
",0,item-icon-399,399, Anak Panah Terbaik,1,0,4,6,1
"1,3,4",1," Anda boleh mendapatkan jenis bahan ini melalui pembiakan.
Ia boleh digunakan untuk membuat peralatan atau barang.
-------
Cantik dan hangat, pasti akan menjadi pakaian yang baik!
",0,item-icon-400,400, Bulu Arnab Salji,1,0,4,6,1
"1,3,4",1," Anda boleh mendapatkan item ini melalui sintesis.
Ia boleh digunakan untuk membuat peralatan atau barang.
-------
Essence of Combat, berguna untuk mensintesis pelbagai peralatan.
",0,item-icon-401,401, Intipati Pertempuran Tahap 4,1,0,4,4,1
"1,3,4",1," Anda boleh mendapatkan item ini melalui sintesis.
Ia boleh digunakan untuk membuat peralatan atau barang.
-------
Essence of Combat, berguna untuk mensintesis pelbagai peralatan.
",0,item-icon-402,402, Intipati Pertempuran Tahap 5,1,0,4,5,1
"1,3,4",1," Anda boleh mendapatkan item ini melalui sintesis.
Ia boleh digunakan untuk membuat peralatan atau barang.
-------
Essence of Combat, berguna untuk mensintesis pelbagai peralatan.
",0,item-icon-403,403, Intipati Pertempuran Tahap 6,1,0,4,6,1
"1,3,4",1," Anda boleh mendapatkan item ini melalui sintesis.
Ia boleh digunakan untuk membuat peralatan atau barang.
-------
Essence of Gathering, berguna untuk mensintesis pelbagai peralatan.
",0,item-icon-404,404, Intipati Mengumpul Tahap 4,1,0,4,4,1
"1,3,4",1," Anda boleh mendapatkan item ini melalui sintesis.
Ia boleh digunakan untuk membuat peralatan atau barang.
-------
Essence of Gathering, berguna untuk mensintesis pelbagai peralatan.
",0,item-icon-405,405, Intipati Mengumpul Tahap 5,1,0,4,5,1
"1,3,4",1," Anda boleh mendapatkan item ini melalui sintesis.
Ia boleh digunakan untuk membuat peralatan atau barang.
-------
Essence of Gathering, berguna untuk mensintesis pelbagai peralatan.
",0,item-icon-406,406, Intipati Mengumpul Tahap 6,1,0,4,6,1
"1,3,4",1," Anda boleh mendapatkan item ini melalui sintesis.
Ia boleh digunakan untuk membuat peralatan atau barang.
-------
Essence of Agricultural Planting, berguna untuk mensintesis pelbagai peralatan.
",0,item-icon-407,407, Intipati Penanaman Pertanian Tahap 4,1,0,4,4,1
"1,3,4",1," Anda boleh mendapatkan item ini melalui sintesis.
Ia boleh digunakan untuk membuat peralatan atau barang.
-------
Essence of Agricultural Planting, berguna untuk mensintesis pelbagai peralatan.
",0,item-icon-408,408, Intipati Penanaman Pertanian Tahap 5,1,0,4,5,1
"1,3,4",1," Anda boleh mendapatkan item ini melalui sintesis.
Ia boleh digunakan untuk membuat peralatan atau barang.
-------
Essence of Agricultural Planting, berguna untuk mensintesis pelbagai peralatan.
",0,item-icon-409,409, Intipati Penanaman Pertanian Tahap 6,1,0,4,6,1
"1,3,4",1," Anda boleh mendapatkan item ini melalui sintesis.
Ia boleh digunakan untuk membuat peralatan atau barang.
-------
Essence of Agricultural Livestock, berguna untuk mensintesis pelbagai peralatan.",0,item-icon-410,410, Intipati Penternakan Pertanian Tahap 4,1,0,4,4,1
"1,3,4",1," Anda boleh mendapatkan item ini melalui sintesis.
Ia boleh digunakan untuk membuat peralatan atau barang.
-------
Essence of Agricultural Livestock, berguna untuk mensintesis pelbagai peralatan
",0,item-icon-411,411, Intipati Penternakan Pertanian Tahap 5,1,0,4,5,1
"1,3,4",1," Anda boleh mendapatkan item ini melalui sintesis.
Ia boleh digunakan untuk membuat peralatan atau barang.
-------
Essence of Agricultural Livestock, berguna untuk mensintesis pelbagai peralatan
",0,item-icon-412,412, Intipati Penternakan Pertanian Tahap 6,1,0,4,6,1
"1,3,4",1," Mengumpul bahan-bahan pada tahap yang sama mungkin menghasilkan biji tambahan, membunuh raksasa pada tahap yang sama mungkin menghasilkan item ini.
Menggunakannya boleh memicu kesan khas.
-------
Biji untuk menanam gandum
",97,item-icon-413,413, Biji Gandum,1,0,3,4,1
"1,3,4",1," Mengumpul bahan-bahan pada tahap yang sama mungkin menghasilkan biji tambahan, membunuh raksasa pada tahap yang sama mungkin menghasilkan item ini.
Menggunakannya boleh memicu kesan khas.
-------
Biji untuk menanam kacang polong
",97,item-icon-414,414, Biji Kacang Peas,1,0,3,4,1
"1,3,4",1," Mengumpul bahan-bahan pada tahap yang sama mungkin menghasilkan biji tambahan, membunuh raksasa pada tahap yang sama mungkin menghasilkan item ini.
Menggunakannya boleh memicu kesan khas.
-------
Biji untuk menanam bawang putih
",97,item-icon-415,415, Biji Bawang Putih,1,0,3,4,1
"1,3,4",1," Mengumpul bahan-bahan pada tahap yang sama mungkin menghasilkan biji tambahan, membunuh raksasa pada tahap yang sama mungkin menghasilkan item ini.
Menggunakannya boleh memicu kesan khas.
-------
Biji untuk menanam bunga matahari
",97,item-icon-416,416, Biji Bunga Matahari,1,0,3,5,1
"1,3,4",1," Mengumpul bahan-bahan pada tahap yang sama mungkin menghasilkan biji tambahan, membunuh raksasa pada tahap yang sama mungkin menghasilkan item ini.
Menggunakannya boleh memicu kesan khas.
-------
Biji untuk menanam anggur
",97,item-icon-417,417, Biji Anggur,1,0,3,5,1
"1,3,4",1," Mengumpul bahan-bahan pada tahap yang sama mungkin menghasilkan biji tambahan, membunuh raksasa pada tahap yang sama mungkin menghasilkan item ini.
Menggunakannya boleh memicu kesan khas.
-------
Biji untuk menanam kentang
",97,item-icon-418,418, Biji Kentang,1,0,3,5,1
"1,3,4",1," Mengumpul bahan-bahan pada tahap yang sama mungkin menghasilkan biji tambahan, membunuh raksasa pada tahap yang sama mungkin menghasilkan item ini.
Menggunakannya boleh memicu kesan khas.
-------
Biji untuk menanam bunga bangkai
",97,item-icon-419,419, Biji Chomper,1,0,3,6,1
"1,3,4",1," Mengumpul bahan-bahan pada tahap yang sama mungkin menghasilkan biji tambahan, membunuh raksasa pada tahap yang sama mungkin menghasilkan item ini.
Menggunakannya boleh memicu kesan khas.
-------
Biji untuk menanam bunga pagi
",97,item-icon-420,420, Biji Bunga Morning Glory,1,0,3,6,1
"1,3,4",1," Mengumpul bahan-bahan pada tahap yang sama mungkin menghasilkan biji tambahan, membunuh raksasa pada tahap yang sama mungkin menghasilkan item ini.
Menggunakannya boleh memicu kesan khas.
-------
Biji untuk menanam ubi kayu
",97,item-icon-421,421, Biji Cassava,1,0,3,6,1
"1,3,4",1," Anda boleh mendapatkan item ini melalui sintesis.
Menggunakannya boleh memicu kesan khas.
-------
HP semasa +320
",0,item-icon-422,422, Ramuan Penyembuhan Emas Tahap 4,1,0,3,4,1
"1,3,4",1," Anda boleh mendapatkan item ini melalui sintesis.
Menggunakannya boleh memicu kesan khas.
-------
Serangan tempur +50
",0,item-icon-423,423, Ramuan Serangan Emas Tahap 4,1,0,3,4,1
"1,3,4",1," Anda boleh mendapatkan item ini melalui sintesis.
Menggunakannya boleh memicu kesan khas.
-------
Kelajuan bergerak +200
",0,item-icon-424,424, Ramuan Kelajuan Emas Tahap 4,1,0,3,4,1
"1,3,4",1," Anda boleh mendapatkan item ini melalui sintesis.
Menggunakannya boleh memicu kesan khas.
-------
Kerosakan kritikal terhadap raksasa +120
",0,item-icon-425,425, Ramuan Kritikal Emas Tahap 4,1,0,3,4,1
"1,3,4",1," Anda boleh mendapatkan item ini melalui sintesis.
Menggunakannya boleh memicu kesan khas.
-------
HP maksimum +200
",0,item-icon-426,426, Ramuan Kehidupan Emas Tahap 4,1,0,3,4,1
"1,3,4",1," Anda boleh mendapatkan item ini melalui sintesis.
Menggunakannya boleh memicu kesan khas.
-------
Pertahanan tempur +20
",0,item-icon-427,427, Ramuan Pertahanan Emas Tahap 4,1,0,3,4,1
"1,3,4",1," Anda boleh mendapatkan item ini melalui sintesis.
Menggunakannya boleh memicu kesan khas.
-------
HP semasa +400
",0,item-icon-429,429, Ramuan Penyembuhan Berlian Tahap 5,1,0,3,5,1
"1,3,4",1," Anda boleh mendapatkan item ini melalui sintesis.
Menggunakannya boleh memicu kesan khas.
-------
Serangan tempur +60
",0,item-icon-430,430, Ramuan Serangan Berlian Tahap 5,1,0,3,5,1
"1,3,4",1," Anda boleh mendapatkan item ini melalui sintesis.
Menggunakannya boleh memicu kesan khas.
-------
Kelajuan bergerak +240",0,item-icon-431,431, Ramuan Kelajuan Berlian Tahap 5,1,0,3,5,1
"1,3,4",1,"Anda boleh mendapatkan item ini melalui sintesis.
Menggunakannya boleh memicu kesan khas.
-------
Kerosakan kritikal terhadap raksasa +150",0,item-icon-432,432, Ramuan Kritikal Berlian Tahap 5,1,0,3,5,1
"1,3,4",1,"Anda boleh mendapatkan item ini melalui sintesis.
Menggunakannya boleh memicu kesan khas.
-------
HP maksimum +240",0,item-icon-433,433, Ramuan Kehidupan Berlian Tahap 5,1,0,3,5,1
"1,3,4",1,"Anda boleh mendapatkan item ini melalui sintesis.
Menggunakannya boleh memicu kesan khas.
-------
Pertahanan tempur +25",0,item-icon-434,434, Ramuan Pertahanan Berlian Tahap 5,1,0,3,5,1
"1,3,4",1,"Anda boleh mendapatkan item ini melalui sintesis.
Menggunakannya boleh memicu kesan khas.
-------
HP semasa +480",0,item-icon-435,435, Ramuan Penyembuhan Bintang Tahap 6,1,0,3,6,1
"1,3,4",1,"Anda boleh mendapatkan item ini melalui sintesis.
Menggunakannya boleh memicu kesan khas.
-------
Serangan tempur +70",0,item-icon-436,436, Ramuan Serangan Bintang Tahap 6,1,0,3,6,1
"1,3,4",1,"Anda boleh mendapatkan item ini melalui sintesis.
Menggunakannya boleh memicu kesan khas.
-------
Kelajuan bergerak +280",0,item-icon-437,437, Ramuan Kelajuan Bintang Tahap 6,1,0,3,6,1
"1,3,4",1,"Anda boleh mendapatkan item ini melalui sintesis.
Menggunakannya boleh memicu kesan khas.
-------
Kerosakan kritikal terhadap raksasa +180",0,item-icon-438,438, Ramuan Kritikal Bintang Tahap 6,1,0,3,6,1
"1,3,4",1,"Anda boleh mendapatkan item ini melalui sintesis.
Menggunakannya boleh memicu kesan khas.
-------
HP maksimum +280",0,item-icon-439,439, Ramuan Kehidupan Bintang Tahap 6,1,0,3,6,1
"1,3,4",1,"Anda boleh mendapatkan item ini melalui sintesis.
Menggunakannya boleh memicu kesan khas.
-------
Pertahanan tempur +30",0,item-icon-440,440, Ramuan Pertahanan Bintang Tahap 6,1,0,3,6,1
0,1," Anda boleh mendapatkan item ini melalui sintesis.
Apabila dipakai, ia boleh meningkatkan atribut. Tingkatkan kekuatan serangan tempur anda
-------
Palu boleh menanggalkan baju zirah beberapa raksasa, ambil palu dan hancurkan mereka
",0,item-icon-441,441, Palu Tembaga Tahap 1,1,0,1,1,1
0,1," Anda boleh mendapatkan item ini melalui sintesis.
Apabila dipakai, ia boleh meningkatkan atribut. Tingkatkan kekuatan serangan tempur anda
-------
Palu boleh menanggalkan baju zirah beberapa raksasa, ambil palu dan hancurkan mereka
",0,item-icon-442,442, Palu Besi Tahap 2,"1,2",0,1,2,1
0,1," Anda boleh mendapatkan item ini melalui sintesis.
Apabila dipakai, ia boleh meningkatkan atribut. Tingkatkan kekuatan serangan tempur anda",0,item-icon-443,443, Palu Kristal Tahap 3,"1,2,3",0,1,3,1
0,1,"Anda boleh mendapatkan item ini melalui sintesis.
Apabila dipasang, ia dapat meningkatkan atribut. Tingkatkan kekuatan serangan pertempuran anda
-------
Palu boleh menanggalkan baju zirah beberapa raksasa, ambil palu dan hancurkan mereka
",0,item-icon-444,444, Palu Emas Tahap 4,"1,2,3,4",0,1,4,1
0,1,"Anda boleh mendapatkan item ini melalui sintesis.
Apabila dipasang, ia dapat meningkatkan atribut. Tingkatkan kekuatan serangan pertempuran anda
-------
Palu boleh menanggalkan baju zirah beberapa raksasa, ambil palu dan hancurkan mereka
",0,item-icon-445,445, Palu Berlian Tahap 5,"1,2,3,4,5",0,1,5,1
0,1,"Anda boleh mendapatkan item ini melalui sintesis.
Apabila dipasang, ia dapat meningkatkan atribut. Tingkatkan kekuatan serangan pertempuran anda
-------
Palu boleh menanggalkan baju zirah beberapa raksasa, ambil palu dan hancurkan mereka
",0,item-icon-446,446, Palu Cahaya Bintang Tahap 6,"1,2,3,4,5",0,1,6,1
0,1,"Anda boleh mendapatkan item ini melalui sintesis.
Apabila dipasang, ia dapat meningkatkan atribut. Tingkatkan kekuatan serangan pertempuran anda
-------
Jika anda risau tentang dikejar oleh raksasa, busur ini sempurna untuk anda, anda boleh membunuh raksasa dari jarak yang selamat
",0,item-icon-450,450," Tahap 4 Busur Emas
","1,2,3,4",0,1,4,1
0,1,"Anda boleh mendapatkan item ini melalui sintesis.
Apabila dipasang, ia dapat meningkatkan atribut. Tingkatkan kekuatan serangan pertempuran anda
-------
Jika anda risau tentang dikejar oleh raksasa, busur ini sempurna untuk anda, anda boleh membunuh raksasa dari jarak yang selamat
",0,item-icon-451,451," Tahap 5 Busur Berlian
","1,2,3,4,5",0,1,5,1
0,1,"Anda boleh mendapatkan item ini melalui sintesis.
Apabila dipasang, ia dapat meningkatkan atribut. Tingkatkan kekuatan serangan pertempuran anda
-------
Jika anda risau tentang dikejar oleh raksasa, busur ini sempurna untuk anda, anda boleh membunuh raksasa dari jarak yang selamat
",0,item-icon-452,452," Tahap 6 Busur Cahaya Bintang
","1,2,3,4,5",0,1,6,1
0,1,"Anda boleh mendapatkan item ini melalui sintesis.
Apabila dipasang, ia dapat meningkatkan atribut. Membuka produk pertanian tahap yang lebih tinggi
-------
Digunakan untuk menenangkan haiwan peliharaan anda, membolehkannya menghasilkan dengan aman
",0,item-icon-453,453," Tahap 1 Berus Tembaga
",1,0,1,1,1
0,1,"Anda boleh mendapatkan item ini melalui sintesis.
Apabila dipasang, ia dapat meningkatkan atribut. Membuka produk pertanian tahap yang lebih tinggi
-------
Digunakan untuk menenangkan haiwan peliharaan anda, membolehkannya menghasilkan dengan aman
",0,item-icon-454,454," Tahap 2 Berus Besi
","1,2",0,1,2,1
0,1,"Anda boleh mendapatkan item ini melalui sintesis.
Apabila dipasang, ia dapat meningkatkan atribut. Membuka produk pertanian tahap yang lebih tinggi
-------
Digunakan untuk menenangkan haiwan peliharaan anda, membolehkannya menghasilkan dengan aman
",0,item-icon-455,455," Tahap 3 Berus Kristal
","1,2,3",0,1,3,1
0,1,"Anda boleh mendapatkan item ini melalui sintesis.
Apabila dipasang, ia dapat meningkatkan atribut. Membuka produk pertanian tahap yang lebih tinggi
-------
Digunakan untuk menenangkan haiwan peliharaan anda, membolehkannya menghasilkan dengan aman
",0,item-icon-456,456," Tahap 4 Berus Emas
","1,2,3,4",0,1,4,1
0,1,"Anda boleh mendapatkan item ini melalui sintesis.
Apabila digunakan, ia boleh memicu kesan khas.
-------
Memulihkan Tenaga +30
",0,item-icon-457,457," Tahap 5 Berus Berlian
","1,2,3,4,5",0,1,5,1
0,1,"Anda boleh mendapatkan item ini melalui sintesis.
Apabila digunakan, ia boleh memicu kesan khas.
-------
Memulihkan Tenaga +37
",0,item-icon-458,458," Tahap 6 Berus Cahaya Bintang
","1,2,3,4,5",0,1,6,1
"1,3,4",1," Anda boleh mendapatkan item ini melalui sintesis.
Apabila digunakan, ia boleh memicu kesan khas.
-------
Memulihkan Tenaga +30.
",0,item-icon-459,459," Ramuan Pemulihan Tenaga Tahap 4
",1,0,3,4,1
"1,3,4",1," Anda boleh mendapatkan item ini melalui sintesis.
Apabila digunakan, ia boleh memicu kesan khas.
-------
Memulihkan Tenaga +37.
",0,item-icon-460,460," Ramuan Pemulihan Tenaga Tahap 5
",1,0,3,5,1
"1,3,4",1," Anda boleh mendapatkan item ini melalui sintesis.
Apabila digunakan, ia boleh memicu kesan khas.
-------
Memulihkan Tenaga +45.",0,item-icon-461,461, Ramuan Pemulihan Tenaga Tahap 6,1,0,3,6,1
"1,3,4",1,"Membunuh raksasa pada tahap yang sama boleh menghasilkan item ini.
Ia boleh digunakan untuk membuat peralatan atau barang.
-------
Hanya diperolehi di Puncak Bunga
",0,item-icon-462,462, Serpihan Gangsa,1,0,4,2,1
"1,3,4",1,"Membunuh raksasa pada tahap yang sama boleh menghasilkan item ini.
Ia boleh digunakan untuk membuat peralatan atau barang.
-------
Hanya diperolehi di Puncak Bunga
",0,item-icon-463,463, Tuan Fang,1,0,4,3,1
"1,3,4",1,"Anda boleh mendapatkan item ini melalui sintesis.
-------
#01 Tiket Loteri Floating Realm
",0,item-icon-464,464,#01 Tiket Loteri Floating Realm,1,0,4,0,1
"1,3,4",1,"Anda boleh mendapatkan item ini melalui sintesis.
-------
#01 Tiket Loteri Puncak Bunga
",0,item-icon-465,465,#01 Tiket Loteri Flower Peak,1,0,4,0,1
"1,3,4",1,"Anda boleh mendapatkan item ini melalui sintesis.
-------
#01 Tiket Loteri Dunia Terbuka
",0,item-icon-466,466,#01 Tiket Loteri Open World,1,0,4,0,1
"1,3,4",1,"Anda boleh mendapatkan item ini melalui sintesis.
-------
Tiket Masuk Floating Realm
",0,item-icon-467,467,Tiket Masuk Floating Realm,1,0,4,0,1
